,Unnamed: 0,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_salary,Average_salary,State
1659,1669,Senior Data Scientist,"['71', '-', '117', '(Glassdoor', 'est.)']",1.0,"Sphinix Solutions
1.0","Philadelphia, PA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),71,117,94.0,PA
1660,1670,Data Engineer,"['71', '-', '117', '(Glassdoor', 'est.)']",3.5,"Slyce
3.5","Philadelphia, PA",1 to 50 employees,2012,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,71,117,94.0,PA
1661,1671,Data Analyst,"['71', '-', '117', '(Glassdoor', 'est.)']",3.8,"Apex Systems
3.8","Philadelphia, PA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),71,117,94.0,PA
1662,1672,Lead Data Scientist,"['71', '-', '117', '(Glassdoor', 'est.)']",2.7,"WebbMason Analytics
2.7","Philadelphia, PA",201 to 500 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,71,117,94.0,PA
1663,1673,Junior Data Analyst,"['71', '-', '117', '(Glassdoor', 'est.)']",5.0,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),71,117,94.0,PA
1664,1674,Business Data Analyst,"['71', '-', '117', '(Glassdoor', 'est.)']",3.5,"Dextro Software Systems
3.5","Bensalem, PA",51 to 200 employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),71,117,94.0,PA
1665,1675,"Sr. Data Scientist, Database Marketing","['71', '-', '117', '(Glassdoor', 'est.)']",3.9,"PayPal
3.9","Conshohocken, PA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),71,117,94.0,PA
1666,1676,Data Analyst,"['71', '-', '117', '(Glassdoor', 'est.)']",3.5,"Eastern Metal Recycling
3.5","Camden, NJ",1001 to 5000 employees,-1,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),71,117,94.0,NJ
1667,1677,Quantum Principal Data Scientist (Industrial-Discrete sector),"['71', '-', '117', '(Glassdoor', 'est.)']",3.7,"IBM
3.7","Philadelphia, PA",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),71,117,94.0,PA
1668,1678,Library Data Scientist,"['71', '-', '117', '(Glassdoor', 'est.)']",4.3,"University of Pennsylvania
4.3","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,71,117,94.0,PA
1669,1679,Data Analyst,"['71', '-', '117', '(Glassdoor', 'est.)']",4.2,"Tandigm Health LLC
4.2","West Conshohocken, PA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,71,117,94.0,PA
1670,1680,Clinical Data Analyst,"['71', '-', '117', '(Glassdoor', 'est.)']",4.3,"University of Pennsylvania
4.3","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,71,117,94.0,PA
1671,1681,"Data Analyst (Philadelphia, PA)","['71', '-', '117', '(Glassdoor', 'est.)']",3.7,"Tetra Tech
3.7","Philadelphia, PA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),71,117,94.0,PA
1672,1682,Data Analyst with Food Science Product Development,"['71', '-', '117', '(Glassdoor', 'est.)']",4.0,"Alpha Consulting
4.0","Camden, NJ",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),71,117,94.0,NJ
1673,1683,Imaging Data Scientist III,"['71', '-', '117', '(Glassdoor', 'est.)']",3.7,"CHOP
3.7","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),71,117,94.0,PA
1674,1684,Data Scientist,"['44', '-', '80', '(Glassdoor', 'est.)']",3.6,"Qurate Retail Group
3.6","West Chester, PA",10000+ employees,-1,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,44,80,62.0,PA
1675,1685,Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",3.3,"Techligent
3.3","Philadelphia, PA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),44,80,62.0,PA
1677,1687,Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",3.5,"The Judge Group, Inc.
3.5","Camden, NJ",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),44,80,62.0,NJ
1678,1688,Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",4.1,"VSE, Inc.
4.1","Feasterville Trevose, PA",1 to 50 employees,-1,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),44,80,62.0,PA
1679,1689,Environmental Scientist Supervisor,"['44', '-', '80', '(Glassdoor', 'est.)']",3.5,"City of Philadelphia
3.5","Philadelphia, PA",10000+ employees,1682,Government,Municipal Governments,Government,Unknown / Non-Applicable,44,80,62.0,PA
1680,1690,"Scientist, Molecular Biology","['44', '-', '80', '(Glassdoor', 'est.)']",2.6,"WuXi AppTec
2.6","Philadelphia, PA",10000+ employees,2000,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,44,80,62.0,PA
1681,1691,Quantum Principal Data Scientist (Industrial-Process sector),"['44', '-', '80', '(Glassdoor', 'est.)']",3.7,"IBM
3.7","Philadelphia, PA",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),44,80,62.0,PA
1682,1692,Sr. Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",3.6,"Community Behavioral Health
3.6","Philadelphia, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),44,80,62.0,PA
1683,1693,Junior Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",3.2,"Revantage Corporate Services
3.2","Fort Washington, PA",201 to 500 employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,44,80,62.0,PA
1684,1694,Data Scientist_,"['44', '-', '80', '(Glassdoor', 'est.)']",2.5,"Avacend, Inc.
2.5","Philadelphia, PA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,44,80,62.0,PA
1685,1695,Microsoft Analytics Consultant,"['44', '-', '80', '(Glassdoor', 'est.)']",3.7,"IBM
3.7","Philadelphia, PA",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),44,80,62.0,PA
1686,1696,Sr Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",3.8,"Mondo
3.8","Philadelphia, PA",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),44,80,62.0,PA
1687,1697,Data Analyst D,"['44', '-', '80', '(Glassdoor', 'est.)']",4.3,"University of Pennsylvania
4.3","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,44,80,62.0,PA
1688,1698,Scientist - HLA Laboratory,"['44', '-', '80', '(Glassdoor', 'est.)']",3.2,"American Red Cross
3.2","Philadelphia, PA",10000+ employees,1881,Nonprofit Organization,Social Assistance,Non-Profit,$2 to $5 billion (USD),44,80,62.0,PA
1689,1699,Data Scientist - mid level,"['44', '-', '80', '(Glassdoor', 'est.)']",3.4,"TDI Technologies Inc.
3.4","Philadelphia, PA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),44,80,62.0,PA
1690,1700,Data Engineer,"['44', '-', '80', '(Glassdoor', 'est.)']",3.6,"Philadelphia District Attorney's Office
3.6","Philadelphia, PA",501 to 1000 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable,44,80,62.0,PA
1691,1701,Data Engineer / Data Architect,"['44', '-', '80', '(Glassdoor', 'est.)']",4.5,"Beacon Hill Staffing Group, LLC
4.5","Philadelphia, PA",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),44,80,62.0,PA
1692,1702,Natural Catastrophe Research Scientist,"['44', '-', '80', '(Glassdoor', 'est.)']",3.9,"Citygate Automotive Ltd
3.9","Philadelphia, PA",201 to 500 employees,-1,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,44,80,62.0,PA
1693,1703,Senior Data Scientist / Artificial Intelligence / Machine Learning / AI/ML Scientist,"['44', '-', '80', '(Glassdoor', 'est.)']",3.2,"Vanguard
3.2","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,44,80,62.0,PA
1694,1704,"Exciting Video Ecommerce Startup | Data Scientist w/ ACR Experience (ACR, MongoDB, Node.js, Python )","['44', '-', '80', '(Glassdoor', 'est.)']",4.7,"Ciright
4.7","Conshohocken, PA",51 to 200 employees,1991,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,44,80,62.0,PA
1695,1705,Data Analyst - Contractor,"['44', '-', '80', '(Glassdoor', 'est.)']",3.2,"ConnectiveRx
3.2","King of Prussia, PA",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,44,80,62.0,PA
1696,1706,Senior Healthcare Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",5.0,"Cambridge Advisory Group
5.0","King of Prussia, PA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),44,80,62.0,PA
1697,1707,Sr. Data Scientist,"['44', '-', '80', '(Glassdoor', 'est.)']",3.1,"Contingent Network Services
3.1","Philadelphia, PA",201 to 500 employees,1984,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),44,80,62.0,PA
1698,1708,Machine Learning Engineer,"['44', '-', '80', '(Glassdoor', 'est.)']",3.1,"Penn National Gaming
3.1","Philadelphia, PA",10000+ employees,1971,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),44,80,62.0,PA
1699,1709,"Exciting Video Ecommerce Startup | Data Scientist w/ ACR Experience (ACR, MongoDB, Node.js, Python ) | $120-150K","['44', '-', '80', '(Glassdoor', 'est.)']",4.7,"Ciright
4.7","Conshohocken, PA",51 to 200 employees,1991,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,44,80,62.0,PA
1700,1710,COMPUTER SCIENTIST,"['44', '-', '80', '(Glassdoor', 'est.)']",3.8,"U.S. Navy
3.8","Philadelphia, PA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,$2 to $5 billion (USD),44,80,62.0,PA
1701,1711,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)","['44', '-', '80', '(Glassdoor', 'est.)']",3.8,"EY
3.8","Philadelphia, PA",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),44,80,62.0,PA
1702,1712,Data Engineer,"['44', '-', '80', '(Glassdoor', 'est.)']",3.4,"Digital Intelligence Systems, LLC
3.4","Philadelphia, PA",1001 to 5000 employees,1994,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),44,80,62.0,PA
1703,1713,Microsoft Dynamics CRM Data Analyst,"['44', '-', '80', '(Glassdoor', 'est.)']",3.7,"IBM
3.7","Philadelphia, PA",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),44,80,62.0,PA
1704,1714,"Product Manager, Product Data","['94', '-', '166', '(Glassdoor', 'est.)']",4.0,"piano.io
4.0","Philadelphia, PA",201 to 500 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),94,166,130.0,PA
1705,1715,Senior Data Engineer,"['94', '-', '166', '(Glassdoor', 'est.)']",3.3,"Aetna
3.3","Blue Bell, PA",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),94,166,130.0,PA
1706,1716,Data Analyst,"['94', '-', '166', '(Glassdoor', 'est.)']",5.0,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),94,166,130.0,PA
1707,1717,Field Application Scientist BioTherapeutics,"['94', '-', '166', '(Glassdoor', 'est.)']",3.2,"Perkinelmer
3.2","Philadelphia, PA",10000+ employees,1937,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),94,166,130.0,PA
1708,1718,Sr Decision Scientist,"['94', '-', '166', '(Glassdoor', 'est.)']",3.8,"Grubhub
3.8","Philadelphia, PA",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,$100 to $500 million (USD),94,166,130.0,PA
1709,1719,Data Engineer (Contract),"['94', '-', '166', '(Glassdoor', 'est.)']",3.8,"Capgemini
3.8","Malvern, PA",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),94,166,130.0,PA
1710,1720,Data Analyst,"['94', '-', '166', '(Glassdoor', 'est.)']",4.0,"ORS Partners
4.0","Paoli, PA",51 to 200 employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),94,166,130.0,PA
1711,1721,Data Analyst Supporting the FBI #20-188,"['94', '-', '166', '(Glassdoor', 'est.)']",2.8,"Forfeiture Support Associates
2.8","Philadelphia, PA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),94,166,130.0,PA
1712,1722,Data Engineer,"['94', '-', '166', '(Glassdoor', 'est.)']",4.6,"Turnberry Solutions
4.6","Philadelphia, PA",501 to 1000 employees,2001,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,94,166,130.0,PA
1713,1723,Analytical Scientist II,"['94', '-', '166', '(Glassdoor', 'est.)']",3.6,"Quotient Sciences
3.6","Boothwyn, PA",501 to 1000 employees,1990,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),94,166,130.0,PA
1714,1724,Field Application Scientist - Mid-Atlantic,"['94', '-', '166', '(Glassdoor', 'est.)']",4.5,"IsoPlexis
4.5","Philadelphia, PA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),94,166,130.0,PA
1715,1725,"Clinical Scientist, Neuroscience (Director level)","['94', '-', '166', '(Glassdoor', 'est.)']",3.6,"Jazz Pharma
3.6","Philadelphia, PA",1001 to 5000 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),94,166,130.0,PA
1716,1726,Data Analyst,"['94', '-', '166', '(Glassdoor', 'est.)']",4.4,"Contemporary Staffing Solutions
4.4","Philadelphia, PA",1001 to 5000 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),94,166,130.0,PA
1717,1727,Future Opportunity: Data Engineer,"['94', '-', '166', '(Glassdoor', 'est.)']",3.9,"AVANADE
3.9","Philadelphia, PA",10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),94,166,130.0,PA
1718,1728,Data Analyst,"['94', '-', '166', '(Glassdoor', 'est.)']",3.8,"Login Consulting Services, Inc
3.8","Allegheny West, PA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),94,166,130.0,PA
1719,1729,Data Engineer,"['94', '-', '166', '(Glassdoor', 'est.)']",3.9,"GSK
3.9","King of Prussia, PA",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),94,166,130.0,PA
1720,1730,Data Engineer,"['94', '-', '166', '(Glassdoor', 'est.)']",4.6,"STEVENS CAPITAL MANAGEMENT LP
4.6","Radnor, PA",51 to 200 employees,2002,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,94,166,130.0,PA
1721,1731,Data Curator,"['94', '-', '166', '(Glassdoor', 'est.)']",4.0,"ORS Partners
4.0","Philadelphia, PA",51 to 200 employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),94,166,130.0,PA
1722,1732,Quantitative Research Analyst - Experienced Hire,"['94', '-', '166', '(Glassdoor', 'est.)']",3.6,"Susquehanna International Group
3.6","Bala Cynwyd, PA",1001 to 5000 employees,1987,Company - Private,Stock Exchanges,Finance,Unknown / Non-Applicable,94,166,130.0,PA
1724,1734,Senior Marketing Data Scientist II,"['94', '-', '166', '(Glassdoor', 'est.)']",3.2,"Vanguard
3.2","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,94,166,130.0,PA
1725,1735,Environmental Scientist -- Part Time Entry Level,"['94', '-', '166', '(Glassdoor', 'est.)']",3.0,"Stell
3.0","Philadelphia, PA",51 to 200 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),94,166,130.0,PA
1726,1736,"Data Science, Machine Learning & AI Consultant","['94', '-', '166', '(Glassdoor', 'est.)']",3.1,"Data-Core System, Inc.
3.1","Philadelphia, PA",201 to 500 employees,1988,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),94,166,130.0,PA
1727,1737,Intellectual Property Scientist,"['94', '-', '166', '(Glassdoor', 'est.)']",4.3,"University of Pennsylvania
4.3","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,94,166,130.0,PA
