,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
3339,Graphics (GPU) Performance Modeling Engineer, 38 - 68  (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3340,Quantum Principal Data Scientist (Industrial-Discrete sector), 38 - 68  (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3341,Data Engineer, 38 - 68  (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
3342,Enterprise Cloud Data Architect, 38 - 68  (Glassdoor est.),3.7,"22nd Century Technologies
3.7","Austin, TX",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
3343,Software Engineer - Data Team, 38 - 68  (Glassdoor est.),3.9,"The Zebra
3.9","Austin, TX",51 to 200 employees,2012,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
3344,Microsoft Dynamics CRM Data Analyst, 38 - 68  (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
3345,Splunk Data Analyst, 38 - 68  (Glassdoor est.),4.1,"BayOne Solutions
4.1","Austin, TX",1001 to 5000 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
3346,Data Engineer, 38 - 68  (Glassdoor est.),4.4,"Tachyon Technologies
4.4","Austin, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
3347,Marketing Data Analyst, 38 - 68  (Glassdoor est.),-1.0,Show Me Leads,"Austin, TX",-1,-1,-1,-1,-1,-1
3348,Data Analyst, 38 - 68  (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Austin, TX",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
3349,Environmental Data Analyst - Disaster Recovery, 38 - 68  (Glassdoor est.),3.5,"ICF
3.5","Austin, TX",5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD)
3350,Reporting Data Architect, 38 - 68  (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3351,Senior Staff Data Engineer, 38 - 68  (Glassdoor est.),3.7,"Bazaarvoice
3.7","Austin, TX",501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
3352,Business Intelligence Analyst / Data Analyst, 38 - 68  (Glassdoor est.),4.0,"TalentCare
4.0","Austin, TX",1 to 50 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD)
3353,Data Engineer III, 38 - 68  (Glassdoor est.),3.7,"Time Warner Cable
3.7","Austin, TX",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD)
3354,"Data Analyst, Law Enforcement Response Team", 38 - 68  (Glassdoor est.),4.5,"Facebook
4.5","Austin, TX",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
3355,Data Analyst, 38 - 68  (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Austin, TX",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3356,Data Engineer, 38 - 68  (Glassdoor est.),4.9,"Treehouse Technology Group, LLC
4.9","Austin, TX",1 to 50 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
3357,Business Intelligence Analyst, 38 - 68  (Glassdoor est.),-1.0,Inspire Recruitment Inc.,"Austin, TX",-1,-1,-1,-1,-1,-1
3358,Data Engineer - Customer Analytics Platform, 38 - 68  (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3359,Big Data Consultant, 73 - 111  (Glassdoor est.),4.7,"Sharpedge Solutions Inc
4.7","Austin, TX",Unknown,-1,Company - Private,Publishing,Media,Less than $1 million (USD)
3360,Senior Data Scientist and Machine Learning Expert, 73 - 111  (Glassdoor est.),2.4,"Ayata
2.4","Austin, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
3361,"Data Scientist - Big Data, ML, NLP", 73 - 111  (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3362,Big Data Engineer, 73 - 111  (Glassdoor est.),4.3,"Onica Group
4.3","Austin, TX",201 to 500 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
3363,SOC Architecture Modeling Engineer, 73 - 111  (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
3364,Data Engineer (Mid-Level), 73 - 111  (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3365,Algorithm Design and Analysis Engineering Scientist, 73 - 111  (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3366,Data Engineer, 73 - 111  (Glassdoor est.),4.0,"LMI
4.0","Austin, TX",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
3367,Business Intelligence Analyst, 73 - 111  (Glassdoor est.),3.6,"Iconma, L.L.C.
3.6","Austin, TX",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
3368,Data Engineer, 73 - 111  (Glassdoor est.),-1.0,"Spruce Services, Inc","Austin, TX",1 to 50 employees,2006,Company - Private,Building & Personnel Services,Business Services,Less than $1 million (USD)
3369,BI Data Analyst and Specialist, 73 - 111  (Glassdoor est.),-1.0,Sam Bharath,"West Lake Hills, TX",-1,-1,-1,-1,-1,-1
3370,Data Analyst III, 73 - 111  (Glassdoor est.),3.7,"Wellcare
3.7","Austin, TX",5001 to 10000 employees,1985,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
3371,Digital Analytics and Data Science Manager, 73 - 111  (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
3372,Information Systems Engineering Specialist (Engineering Scientist), 73 - 111  (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3373,"Data Engineer -- Austin, TX -- 6 Months+ Contract", 73 - 111  (Glassdoor est.),3.9,"Staffing Technologies
3.9","Austin, TX",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
3374,Senior Claims Data Analyst, 73 - 111  (Glassdoor est.),2.8,"Healthgrades
2.8","Austin, TX",501 to 1000 employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
3375,"Senior Data Scientist 8+ Yrs Experience - (Remote/WFH, India)", 73 - 111  (Glassdoor est.),-1.0,SIERA.AI,"Austin, TX",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
3376,"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA", 73 - 111  (Glassdoor est.),3.3,"FireEye Inc
3.3","Austin, TX",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
3377,Medical Lab Scientist (MLS) 2:00pm-10:30pm, 73 - 111  (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
3378,Analytical Consultant, 73 - 111  (Glassdoor est.),3.8,"SAS Institute
3.8","Austin, TX",10000+ employees,1976,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
3379,Data Engineer, 73 - 111  (Glassdoor est.),-1.0,"Integrated Technology Strategies, Inc.","Austin, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$1 to $5 million (USD)
3380,"Tenured/Tenure-Track Professor, Department of Statistics & Data Sciences", 73 - 111  (Glassdoor est.),4.3,"University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3381,"Data Scientist Active Secret Clearance - Austin, TX", 73 - 111  (Glassdoor est.),3.9,"Deloitte
3.9","Austin, TX",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
3382,Celonis Data Engineer & Analyst, 73 - 111  (Glassdoor est.),-1.0,SNIPEBRIDGE,"Austin, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
3383,Data Engineer, 73 - 111  (Glassdoor est.),4.8,"EtiVenture, Inc.
4.8","Austin, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
3384,Data Analyst II, 73 - 111  (Glassdoor est.),3.3,"Centene Corporation
3.3","Austin, TX",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
3385,Electronics Engineering Scientist, 73 - 111  (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
3386,Senior Data Engineer, 73 - 111  (Glassdoor est.),5.0,"Uplink Talent Solutions
5.0","Austin, TX",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
3387,Data Science Instructor, 73 - 111  (Glassdoor est.),3.7,"General Assembly
3.7","Austin, TX",501 to 1000 employees,2011,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
3388,Senior Data Analyst, 73 - 111  (Glassdoor est.),3.7,"Cloudflare
3.7","Austin, TX",1001 to 5000 employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
3389,Information Systems Engineering Specialist (Engineering Scientist), 82 - 129 (Employer est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
3390,Data Analyst III, 82 - 129 (Employer est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
3391,Senior Data Engineer (ATX), 82 - 129 (Employer est.),3.1,"Ethos
3.1","Austin, TX",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD)
3392,Data Engineer (remote), 82 - 129 (Employer est.),3.3,"Thrivent
3.3","Austin, TX",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
3393,Data Engineer, 82 - 129 (Employer est.),3.9,"Octo Consulting Group
3.9","Austin, TX",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
3394,Data Engineer, 82 - 129 (Employer est.),4.0,"WorldQuant
4.0","Austin, TX",501 to 1000 employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
3395,Data Engineer (Python/C#), 82 - 129 (Employer est.),3.2,"Dimensional Fund Advisors
3.2","Austin, TX",1001 to 5000 employees,1981,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
3396,Data Engineer, 82 - 129 (Employer est.),-1.0,BuildGroup Data Services,"Austin, TX",-1,-1,-1,-1,-1,-1
3397,Senior Data Engineer, 82 - 129 (Employer est.),4.3,"H E B
4.3","Austin, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
3398,Data Engineer, 82 - 129 (Employer est.),3.4,"OBXtek
3.4","Austin, TX",501 to 1000 employees,2009,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
3399,Senior Data Analyst, 82 - 129 (Employer est.),3.7,"Bazaarvoice
3.7","Austin, TX",501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
3400,Jr. Data Engineer, 82 - 129 (Employer est.),3.6,"IPT Associates
3.6","Austin, TX",51 to 200 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
3401,Data Engineer, 82 - 129 (Employer est.),2.6,"InfoWay Solutions LLC
2.6","Austin, TX",1 to 50 employees,-1,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
3402,Data Engineer, 82 - 129 (Employer est.),4.2,"Procore Technologies
4.2","Austin, TX",1001 to 5000 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
3403,Machine Learning Engineer (Imaging), 82 - 129 (Employer est.),2.9,"Samsung Austin Semiconductor
2.9","Austin, TX",1001 to 5000 employees,1996,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
3404,Data Engineer, 82 - 129 (Employer est.),4.2,"Horn Solutions Inc.
4.2","Austin, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
3405,Business Intelligence and Data Analyst, 82 - 129 (Employer est.),3.9,"Teacher Retirement System of Texas
3.9","Austin, TX",501 to 1000 employees,1937,Government,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
3406,Data Engineer III (E3), 82 - 129 (Employer est.),3.7,"Applied Materials
3.7","Austin, TX",10000+ employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
3407,Technical Data Analyst, 82 - 129 (Employer est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
3408,20-63 Flood Planning Data Analyst (Data Analyst III), 82 - 129 (Employer est.),2.8,"Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
3409,Data Analyst - Public Sector, 82 - 129 (Employer est.),3.8,"Sense Corp
3.8","Austin, TX",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD)
3410,Data Scientist with Security Clearance, 82 - 129 (Employer est.),3.1,"Federal Data Systems Inc
3.1","Austin, TX",1 to 50 employees,-1,Contract,IT Services,Information Technology,$5 to $10 million (USD)
3411,Data Analyst III, 82 - 129 (Employer est.),3.3,"Centene Corporation
3.3","Austin, TX",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
3412,Data Management & Analytics - Consultant, 82 - 129 (Employer est.),3.4,"Guidehouse
3.4","Austin, TX",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
3413,Principal Machine Learning Engineer, 82 - 129 (Employer est.),3.9,"ForgeRock
3.9","Austin, TX",501 to 1000 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
3414,Data Science Resident - Galvanize Data Science Immersive Grads Only, 82 - 129 (Employer est.),-1.0,Galvanize Inc.,"Austin, TX",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable
3415,Data Analyst III, 82 - 129 (Employer est.),3.1,"Seven Seven Softwares
3.1","Austin, TX",201 to 500 employees,1996,Company - Public,IT Services,Information Technology,$10 to $25 million (USD)
3416,MDM/Master Data Analyst ( Tibco EBX ), 82 - 129 (Employer est.),4.4,"Vsion Technologies Inc
4.4","Austin, TX",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
3417,Data Analyst III, 82 - 129 (Employer est.),3.3,"Superior HealthPlan
3.3","Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
3418,Data Architect, 82 - 129 (Employer est.),3.5,"General Dynamics Information Technology
3.5","Austin, TX",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
3419,"Senior SW Engineer, Data Science", 74 - 144  (Glassdoor est.),3.3,"FireEye Inc
3.3","Austin, TX",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
3420,Senior Claims Data Analyst, 74 - 144  (Glassdoor est.),2.6,"MedSeek
2.6","Austin, TX",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
3421,SoC Power Modeling Engineer, 74 - 144  (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
